caseid,StudyID,year,study,es,se,yearsafter,impactfactor,citationindex,Dynamic,Innovative industry,Industry,Study,Journals,Firm 1,Firm 2
37,US12,2000,Haas-Wilson & Garmon 2011,32.7,12.69902913,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,33.7,13.08737864,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,33.1,12.85436893,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,32.7,12.69902913,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,26.5,10.29126214,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,29.2,11.33980583,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,30.2,11.72815534,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,33,12.81553398,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,30.1,11.68932039,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,30.6,11.88349515,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,3.8,2.124402953,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,1.8,1.641337386,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,4.3,2.403929657,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,1.6,1.458966565,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,5.5,2.47102239,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,1.5,1.367781155,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,64.9,25.2038835,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,74.5,28.93203883,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,65.5,25.4368932,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,74.8,29.04854369,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,68.9,26.75728155,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,79.9,31.02912621,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,20.1,7.805825243,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,20.5,7.961165049,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,21.9,8.504854369,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,23.1,8.970873786,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,28,10.87378641,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,28.4,11.02912621,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,24.9,9.669902913,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,26.3,10.21359223,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,22.7,8.815533981,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,25.9,10.05825243,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,24,9.32038835,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,26.9,10.44660194,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,16.3,6.330097087,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,23.9,9.281553398,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,17.3,6.718446602,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,24.8,9.631067961,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,20.2,7.844660194,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,24.3,9.436893204,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,-0.8,0.729483283,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,-1.4,1.276595745,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,0.1,0.09118541,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,-1.4,1.276595745,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,0.3,0.273556231,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,-1.8,1.641337386,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,50.1,19.45631068,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,56.3,21.86407767,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,49.4,19.18446602,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,56.1,21.78640777,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,51.2,19.88349515,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,57.4,22.29126214,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,12.2,4.737864078,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,13,5.048543689,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,12.9,5.009708738,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,14.3,5.553398058,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,13.9,5.398058252,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,14.4,5.59223301,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,30.4,11.80582524,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,29.6,11.49514563,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,28.5,11.06796117,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,29.7,11.53398058,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,29,11.26213592,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,29.9,11.61165049,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,17.8,6.912621359,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,25.8,10.01941748,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,18.6,7.223300971,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,26.6,10.33009709,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,20.2,7.844660194,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,24.1,9.359223301,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,0.2,0.182370821,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,-2.1,1.914893617,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,1.1,1.003039514,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,-2.1,1.914893617,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,1.4,1.276595745,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,-2.5,2.279635258,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,48.7,18.91262136,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,55.7,21.63106796,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,46.7,18.13592233,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,54,20.97087379,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,48,18.6407767,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,56.2,21.82524272,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,15.2,8.497611811,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,15.1,8.44170647,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,16.1,9.000759878,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,16.6,9.280286583,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,14.5,13.2218845,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,14.3,13.03951368,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,15.5,6.019417476,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,16.6,6.446601942,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,15,5.825242718,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,16.5,6.40776699,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,14.2,5.514563107,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,16.8,6.524271845,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,15.2,5.902912621,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,15.7,6.097087379,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,15.3,5.941747573,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,15.6,6.058252427,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,13.7,5.32038835,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,14.1,5.475728155,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,15.1,5.86407767,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,15.9,6.174757282,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,15.4,5.980582524,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,16,6.213592233,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,14.2,5.514563107,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,16.3,6.330097087,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,16.9,6.563106796,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,16.4,6.368932039,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,17.3,6.718446602,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,16.3,6.330097087,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,14.7,5.708737864,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,13.6,5.281553398,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,14.2,5.514563107,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,15,5.825242718,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,13.9,5.398058252,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,15,5.825242718,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,13.1,5.087378641,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,15.5,6.019417476,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,13.3,5.165048544,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,13.5,5.242718447,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,13.7,5.32038835,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,13.6,5.281553398,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,11.9,4.621359223,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,12,4.660194175,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,16.7,6.485436893,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,16,6.213592233,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,16.4,6.368932039,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,15.9,6.174757282,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,15.7,6.097087379,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,16.2,6.291262136,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
37,US12,2000,Haas-Wilson & Garmon 2011,13.3,5.165048544,2,0.3,18,0,0,Hospitals,Haas-Wilson & Garmon 2009,INT’L J ECON BUS,Evanston Northwestern Health Care,Highland Park Hospital
